# cell_data_id, row_data_id, sheet_config_id, Submission Date, Submitted By, ExperimentID, SiteID, StrainID, SourceID, BatchID, DATETIME, Sample Time, Hours After Innoc _Batch_, Days After Innoc _Batch_, Experiment Duration _Days_, PondID, Depth _cm_, pH _manual_, Salinity _manual_, Temp _manual_, NO3 -N mg_L _1_, NO3 -N mg_L _2_, NO3 -N mg_L _3_, NO3 -N mg_L Avg, NO3 -N mg_L Stdev, NO3 -N mg_L RSD, PO4 mg P_L dup1, PO4 mg P_L dup2, PO4 - P mg _L dup3, PO4 - P mg_L Avg, PO4 mg P_L Stdev, PO4 mg P_L RSD, N_P, Analytical Sample Pulled _1 - yes_ blank-no_, Volume Pulled for Analytical Sample _L_, Analytical Sample ID, Freeze Dried Biomass for Analytical _g_, TrackingID, filter ID dup 1, filter ID dup 2, filter ID dup 3, mL filtered dup 1, mL filtered dup 2, mL filtered dup 3, filter _g_ dup 1, filter _g_ dup 2, filter _g_ dup 3, filter + biomass _g_ dup 1, filter + biomass _g_ dup 2, filter + biomass _g_ dup 3, filter + ash _g_ dup 1, filter + ash _g_ dup 2, filter + ash _g_ dup 3, biomass _g_ dup 1, biomass _g_ dup 2, biomass _g_ dup 3, ash _g_ dup 1, ash _g_ dup 2, ash _g_ dup 3, dw _g_L_ dup 1, dw _g_L_ dup 2, dw _g_L_ dup 3, Average DW _g_L_, STDEV DW, RSD DW, afdw _g_L_ dup 1, afdw _g_L_ dup 2, afdw _g_L_ dup 3, Average AFDW _g_L_, STDEV AFDW, RSD AFDW, %ASH dup 1, %ASH dup 2, %ASH dup 3, %ASH, initials, Optical Density Dilution Multiplication Factor, OD750 dup 1, OD750 dup 2, OD750 dup 3, Average OD750, OD750 %RSD, lnOD, OD750 Initials
11519, 155679, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-16 15:00:00, 1899-12-31 15:00:00, 887.499999999942, 36.9791666666642, 36.9791666666642, POND2, 24.8, 8.2, 33.1, 27.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11520, 155680, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-16 15:00:00, 1899-12-31 15:00:00, 887.499999999942, 36.9791666666642, 36.9791666666642, POND3, 24.9, 7.95, 31.5, 27.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11521, 155681, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-16 15:00:00, 1899-12-31 15:00:00, 887.499999999942, 36.9791666666642, 36.9791666666642, POND4, 24.9, 8.58, 32.6, 27.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11522, 155682, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-16 15:00:00, 1899-12-31 15:00:00, 887.499999999942, 36.9791666666642, 36.9791666666642, POND5, 24.8, 8, 30.6, 26.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11523, 155683, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-16 15:00:00, 1899-12-31 15:00:00, 887.499999999942, 36.9791666666642, 36.9791666666642, POND6, 24.8, 8.2, 35.4, 27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11524, 155684, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND1, 24.6, 8.5, 29.9, 17.2, 63, , , 63, , , , , , , , , , , , , , , O10, 23A, X2, 48, 48, 48, 1.4311, 1.5503, 1.4214, 1.4401, 1.5591, 1.43, 1.433, 1.5518, 1.4231, 0.0089999999999999, 0.00879999999999992, 0.00859999999999994, 0.00190000000000001, 0.00150000000000006, 0.00170000000000003, 0.187499999999998, 0.183333333333332, 0.179166666666665, 0.183333333333332, 0.00416666666666621, 2.27272727272704, 0.147916666666664, 0.15208333333333, 0.143749999999998, 0.147916666666664, 0.00416666666666621, 2.81690140845044, 21.1111111111115, 17.0454545454553, 19.7674418604657, 19.3080025056775, , 2, 0.105, 0.108, 0.107, 0.213333333333333, 0.716027452336851, -1.54489939129653, 
11525, 155685, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND2, 24.4, 8.1, 32.6, 17.3, 81, , , 81, , , , , , , , , , , , , , , 20A, X15, X6, 46, 49, 48, 1.5567, 1.4218, 1.4229, 1.5621, 1.4275, 1.4285, 1.5581, 1.4234, 1.4242, 0.00540000000000007, 0.00570000000000004, 0.00560000000000005, 0.00140000000000007, 0.00160000000000005, 0.00129999999999986, 0.117391304347828, 0.123913043478262, 0.121739130434784, 0.121014492753624, 0.00332070702532995, 2.74405730236844, 0.0869565217391305, 0.0891304347826085, 0.0934782608695694, 0.0898550724637695, 0.00332070702533259, 3.69562556045072, 25.9259259259268, 28.0701754385971, 23.214285714283, 25.7367956929356, , 1, 0.12, 0.12, 0.122, 0.120666666666667, 0.95693414782811, -2.11472335582448, 
11526, 155686, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND3, 24.3, 7.79, 31, 17.4, 43.4, , , 43.4, , , , , , , , , , , , , , , S12, S7, S9, 42.7, 49, 44, 1.4307, 1.4167, 1.4196, 1.4416, 1.4292, 1.4316, 1.4327, 1.4187, 1.4219, 0.0108999999999999, 0.0125, 0.012, 0.002, 0.002, 0.00229999999999997, 0.255269320843089, 0.292740046838406, 0.281030444964871, 0.276346604215456, 0.0191694444306154, 6.93673963718033, 0.208430913348944, 0.245901639344261, 0.227166276346605, 0.227166276346603, 0.0187353629976586, 8.24742268041264, 18.3486238532112, 16.0000000000001, 19.1666666666664, 17.8384301732925, , 2, 0.123, 0.121, 0.122, 0.244, 0.409836065573771, -1.41058705368893, 
11527, 155687, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND4, 24.5, 8.1, 32.1, 17.4, 78, , , 78, , , , , , , , , , , , , , , O1, O8, C5, 50, 50, 50, 1.4172, 1.4338, 1.4253, 1.4238, 1.4403, 1.4317, 1.4188, 1.4355, 1.4267, 0.00659999999999994, 0.00649999999999995, 0.00639999999999996, 0.00160000000000005, 0.00170000000000003, 0.00140000000000007, 0.131999999999999, 0.129999999999999, 0.127999999999999, 0.129999999999999, 0.00199999999999978, 1.53846153846138, 0.0999999999999979, 0.0959999999999983, 0.0999999999999979, 0.0986666666666647, 0.00230940107675825, 2.34060919941719, 24.2424242424252, 26.1538461538469, 21.8750000000012, 24.0904234654244, , 1, 0.217, 0.214, 0.215, 0.215333333333333, 0.709377042562824, -1.53556806386764, 
11528, 155688, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND5, 24.4, 7.75, 30.3, 17.2, 81, , , 81, , , , , , , , , , , , , , , 29A, O14, B6, 48, 48, 49, 1.5441, 1.4186, 1.4338, 1.5511, 1.4257, 1.4414, 1.5455, 1.4199, 1.4353, 0.0069999999999999, 0.00709999999999988, 0.00760000000000005, 0.00140000000000007, 0.00129999999999986, 0.00150000000000006, 0.145833333333331, 0.147916666666664, 0.158333333333334, 0.150694444444443, 0.0066969796951359, 4.44407869170312, 0.116666666666663, 0.120833333333334, 0.127083333333333, 0.121527777777777, 0.0052429405800507, 4.31419110587032, 20.0000000000013, 18.3098591549279, 19.7368421052638, 19.3489004200643, , 2, 0.066, 0.064, 0.062, 0.128, 1.5625, -2.05572501506252, 
11529, 155689, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 08:00:00, 1899-12-31 08:00:00, 904.5, 37.6875, 37.6875, POND6, 24.4, 8.2, 34.7, 17.3, 11.3, 10.5, , 10.9, , , , , , , , , , , , , , , C3, 21A, S13, 49.5, 49.7, 49.7, 1.4423, 1.5407, 1.4235, 1.4498, 1.5485, 1.431, 1.444, 1.5424, 1.4251, 0.00750000000000006, 0.00780000000000003, 0.00750000000000006, 0.00170000000000003, 0.00170000000000003, 0.00160000000000005, 0.151515151515153, 0.157575757575758, 0.151515151515153, 0.153535353535355, 0.00349909254054281, 2.2790142204851, 0.117171717171718, 0.123232323232323, 0.11919191919192, 0.11986531986532, 0.00308590955889248, 2.57448072750299, 22.6666666666669, 21.7948717948722, 21.3333333333338, 21.9316239316243, , 2, 0.14, 0.141, 0.14, 0.280666666666667, 0.205706746742141, -1.27058755340792, 
11530, 155690, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND1, 25, 7.58, 29.8, 27.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11531, 155691, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND2, 24.9, 8.71, 32.8, 27.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11532, 155692, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND3, 25, 7.96, 31.1, 28.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11533, 155693, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND4, 25, 8.73, 32.2, 27.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11534, 155694, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND5, 25, 7.99, 30.5, 28.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11535, 155695, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-17 15:30:00, 1899-12-31 15:30:00, 912, 38, 38, POND6, 25, 8.7, 33, 28.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11536, 155696, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND1, 23.7, 7.86, 30, 20.2, 54, , , 54, , , , , , , , , , , , , , , 15A, X11, X14, 47, 43, 46, 1.5511, 1.4182, 1.4217, 1.5595, 1.4258, 1.43, 1.5526, 1.4194, 1.4232, 0.00840000000000019, 0.00760000000000005, 0.00829999999999997, 0.00150000000000006, 0.00120000000000009, 0.00150000000000006, 0.178723404255323, 0.161702127659576, 0.17659574468085, 0.172340425531916, 0.00927425307136373, 5.38135672042088, 0.0953984328106927, 1.77275801934259, 0.14782608695652, 0.671994179703268, 0.953649798260839, 141.913401494332, 17.8571428571431, 15.7894736842116, 18.0722891566272, 17.2396352326607, , 2, 0.128, 0.128, 0.132, 0.258666666666667, 0.892809694623134, -1.35221504746703, 
11537, 155697, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND2, 23.5, 8.26, 31.8, 20.6, 83, , , 83, , , , , , , , , , , , , , , S5, 1A, C6, 44, 44.7, 47, 1.4216, 1.5376, 1.4294, 1.4308, 1.5471, 1.4393, 1.4236, 1.5395, 1.4313, 0.0092000000000001, 0.00949999999999984, 0.00990000000000002, 0.002, 0.00190000000000001, 0.00190000000000001, 0.209090909090911, 0.215909090909087, 0.225, 0.216666666666666, 0.00798155587337264, 3.68379501847969, 0.122960647500461, 3.33787973770613, 0.170212765957447, 1.21035105038801, 1.84264536121193, 152.240571908556, 21.7391304347824, 20.0000000000005, 19.1919191919193, 20.3103498755674, , 2, 0.178, 0.176, 0.179, 0.355333333333333, 0.429885149620623, -1.03469896292446, 
11538, 155698, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND3, 23.7, 7.75, 31.3, 20.6, 16.8, , , 16.8, , , , , , , , , , , , , , , B7, O13, X12, 46, 44.5, 44, 1.4355, 1.4177, 1.4215, 1.451, 1.4321, 1.435, 1.4378, 1.4195, 1.4227, 0.0155000000000001, 0.0144, 0.0135000000000001, 0.00229999999999997, 0.00180000000000002, 0.00120000000000009, 0.336956521739132, 0.313043478260869, 0.293478260869567, 0.314492753623189, 0.0217753321758214, 6.92395354899389, 0.163272563109078, 2.3580828778495, 0.279545454545454, 0.933633631834677, 1.23497837518512, 132.276551858814, 14.8387096774191, 12.5000000000002, 8.88888888888951, 12.0758661887696, , 2, 0.091, 0.089, 0.091, 0.180666666666667, 0.63913313932431, -1.7111015662106, 
11539, 155699, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND4, 23.8, 8.22, 32.2, 20.6, 77, , , 77, , , , , , , , , , , , , , , O18, O3, X8, 45, 47.7, 48.7, 1.4184, 1.4329, 1.4261, 1.4274, 1.4427, 1.4357, 1.42, 1.435, 1.4279, 0.0089999999999999, 0.00980000000000003, 0.00960000000000005, 0.00159999999999982, 0.00209999999999999, 0.00180000000000002, 0.199999999999998, 0.217777777777778, 0.213333333333334, 0.21037037037037, 0.00925184888651789, 4.3978859143659, 0.116980547618957, 2.6599268352286, 0.160164271047229, 0.979023884631596, 1.4558647792589, 148.705746827284, 17.777777777776, 21.4285714285713, 18.7500000000001, 19.3187830687825, , 2, 0.191, 0.192, 0.191, 0.382666666666667, 0.150875505885791, -0.960590990770735, 
11540, 155700, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND5, 23.7, 7.76, 30.8, 20.5, 58, , , 58, , , , , , , , , , , , , , , Z7, 12A, O19, 41, 41, 43, 1.4086, 1.5401, 1.4305, 1.4172, 1.5484, 1.4387, 1.4103, 1.5418, 1.4322, 0.00859999999999994, 0.00829999999999997, 0.00819999999999999, 0.00170000000000003, 0.00170000000000003, 0.00169999999999981, 0.209756097560974, 0.202439024390243, 0.2, 0.204065040650406, 0.0050772341450388, 2.48804701131385, 0.113730350934315, 4.57106921280632, 0.151162790697678, 1.61198745147944, 2.56270832315145, 158.978180679972, 19.7674418604657, 20.4819277108439, 20.7317073170709, 20.3270256294601, , 1, 0.017, 0.014, 0.012, 0.0143333333333333, 17.5577545006297, -4.24516745195668, 
11541, 155701, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 08:00:00, 1899-12-31 08:00:00, 976.5, 40.6875, 40.6875, POND6, 23.8, 9.5, 35.2, 20.4, 65, , , 65, , , , , , , , , , , , , , , B4, O2, S2, 41, 43, 45.5, 1.422, 1.4315, 1.4165, 1.4348, 1.4452, 1.4305, 1.4243, 1.434, 1.4187, 0.0128000000000001, 0.0137, 0.014, 0.00229999999999997, 0.00249999999999995, 0.00219999999999998, 0.312195121951223, 0.334146341463416, 0.341463414634147, 0.329268292682928, 0.0152317024351164, 4.62592444325755, 0.184930090871383, 3.99768939462307, 0.25934065934066, 1.4806533816117, 2.18013461769499, 147.241389833041, 17.9687499999996, 18.2481751824813, 15.7142857142856, 17.3104036322555, , 2, 0.299, 0.299, 0.297, 0.596666666666667, 0.193525229895964, -0.516396668815446, 
11542, 155702, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND1, 24.7, 7.9, 33.2, 29.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11543, 155703, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND2, 24.6, 8.68, 31.4, 29.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11544, 155704, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND3, 24.8, 7.93, 31.5, 29.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11545, 155705, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND4, 25, 8.75, 33.9, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11546, 155706, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND5, 25, 7.97, 35.7, 29.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11547, 155707, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND6, 24.8, , 35.6, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11548, 155708, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 11:30:00, 1899-12-31 11:30:00, 979.999999999884, 40.8333333333285, 40.8333333333285, POND1, , , , , 43.5, , , 43.5, , , , , , , , , , , , , , , S11, C1, X1, 46, 49, 49, 1.4099, 1.4355, 1.4284, 1.4142, 1.44, 1.4323, 1.4112, 1.4366, 1.4292, 0.00429999999999997, 0.00449999999999995, 0.00390000000000001, 0.00130000000000008, 0.0011000000000001, 0.000800000000000134, 0.0934782608695646, 0.0978260869565206, 0.0847826086956525, 0.0920289855072459, 0.00664141405065991, 7.21665463772498, 0.0652173913043455, 0.0739130434782576, 0.0673913043478235, 0.0688405797101422, 0.00452536086840413, 6.57368210357679, 30.2325581395369, 24.444444444447, 20.5128205128239, 25.0632743656026, , 2, 0.06, 0.061, 0.062, 0.122, 0.819672131147542, -2.10373423424888, 
11549, 155709, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 11:30:00, 1899-12-31 11:30:00, 979.999999999884, 40.8333333333285, 40.8333333333285, POND4, , , , , 67, , , 67, , , , , , , , , , , , , , , Z4, 25A, Z1, 48, 48, 48.5, 1.4238, 1.5328, 1.4231, 1.4307, 1.5396, 1.43, 1.4254, 1.5345, 1.425, 0.00690000000000013, 0.00680000000000014, 0.00689999999999991, 0.00160000000000005, 0.00170000000000003, 0.00190000000000001, 0.143750000000003, 0.14166666666667, 0.143749999999998, 0.143055555555557, 0.00120281306081025, 0.840801362896478, 0.110416666666668, 0.106250000000002, 0.104166666666664, 0.106944444444445, 0.00318234423260989, 2.97569850321962, 23.1884057971017, 25, 27.5362318840585, 25.2415458937201, , 2, 0.114, 0.113, 0.112, 0.226, 0.442477876106195, -1.48722027970985, 
11550, 155710, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 11:30:00, 1899-12-31 11:30:00, 979.999999999884, 40.8333333333285, 40.8333333333285, POND 5, , , , , 76, , , 76, , , , , , , , , , , , , , , O16, 13A, A80, 47, 49, 48, 1.4269, 1.5448, 1.5463, 1.4335, 1.5509, 1.5521, 1.4285, 1.5462, 1.5472, 0.00659999999999994, 0.00609999999999999, 0.00580000000000003, 0.00160000000000005, 0.00140000000000007, 0.000899999999999901, 0.140425531914892, 0.129787234042553, 0.12340425531915, 0.131205673758865, 0.00859883379644028, 6.55370575836801, 0.106382978723402, 0.0999999999999984, 0.104255319148939, 0.10354609929078, 0.003250053684366, 3.13875047599732, 24.2424242424252, 22.9508196721323, 15.5172413793086, 20.9034950979553, , 2, 0.118, 0.116, 0.116, 0.233333333333333, 0.494871659305391, -1.45528723260684, 
11551, 155711, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND1, 24.7, 7.9, 33.2, 29.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11552, 155712, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND2, 24.6, 8.68, 31.4, 29.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11553, 155713, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND3, 24.8, 7.93, 31.5, 29.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11554, 155714, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND4, 25, 8.75, 33.9, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11555, 155715, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND5, 25, 7.97, 35.7, 29.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11556, 155716, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-20 16:00:00, 1899-12-31 16:00:00, 984.499999999884, 41.0208333333285, 41.0208333333285, POND6, 24.8, , 35.6, 29.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11557, 155717, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-21 08:00:00, 1899-12-31 08:00:00, 1000.5, 41.6875, 41.6875, POND1, 24.2, 7.9, 32.9, 31.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.099, 0.098, 0.099, 0.0986666666666667, 0.585152299854351, -2.31600811332619, 
11558, 155718, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-21 08:00:00, 1899-12-31 08:00:00, 1000.5, 41.6875, 41.6875, POND2, 24.3, 8.29, 31.3, 21.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 0.227, 0.228, 0.228, 0.455333333333333, 0.126797277274442, -0.786725527519511, 
11559, 155719, 10, 2015-02-05 00:00:00, Ed Wolfrum, USFFALL2014, FA, KA32, KA32_09092014_FA_P2, KA32_09092014_FA, 2014-10-21 08:00:00, 1899-12-31 08:00:00, 1000.5, 41.6875, 41.6875, POND3, 24.3, 7.73, 31.1, 21.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1, 0.043, 0.043, 0.043, 0.043, 1.97636621440482e-14, -3.14655516328857, 
